id;commentaires;premiere_diffusion_episode;numero_episode;resume_episode;note;duree;numero_saison;titre_episode;votes;titre_serie;annee_premiere_diffusion_serie;resume_serie;premiere_diffusion_serie;pays;status_serie;genres_serie
166689;0;2007-10-25 02:00:00;11;Stan and Kyle are being held captive at the Pentagon until they tell the government exactly how they got into Imaginationland. Elsewhere, Cartman will not give up his quest to make Kyle follow through on their bet to suck his balls.;8.1691;22;11;Imaginationland: Episode II;479;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166690;0;2007-11-01 02:00:00;12;Inside Imaginationland, Stan and Butters engage in the battle of their lives as they fight the army of evil imaginary forces. Meanwhile, Cartman goes all the way to the Supreme Court to get Kyle to suck his balls.;8.28764;22;11;Imaginationland: Episode III;445;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166691;0;2007-11-08 03:00:00;13;Stan and Kyle become obsessed with Guitar Hero to the point where they're breaking high score records. It doesn't take long for Stan to realize that he could go even further with a different partner. Will the stress of being a rock star get to Stan now that his best friend is no longer by his side?;8.18182;22;11;Guitar Queer-o;506;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166692;1;2007-11-15 03:00:00;14;The girls in the fourth grade class have made a secret list that rates every boy's looks from cutest to ugliest. When the boys steal the list, they are completely unprepared to deal with the results.;7.98971;22;11;The List;486;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166693;0;2008-03-13 02:00:00;1;After going in for a routine tonsillectomy, a botched transfusion leaves Cartman afflicted with an incurable disease. When he finds no comfort in his friends and family, how far will he go to find a cure?;7.78213;22;12;Tonsil Trouble;638;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166694;0;2008-03-20 02:00:00;2;While trying to escape her troubles in the secluded mountains near South Park, Britney Spears has a run-in with the boys. Stan and Kyle get swept up in her celebrity as well as the non-stop feeding frenzy that plagues her wherever she goes. The boys must take Britney to the North Pole when they learn the secret behind what makes her so popular.;7.3132;22;12;Britney's New Look;447;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166695;1;2008-03-27 02:00:00;3;In a South Park homage to the 1981 film, “Heavy Metal”, the boys are trying to get Kenny off the latest drug craze that’s captured the junior high and under set.;8.02091;23;12;Major Boobage;574;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166696;0;2008-04-03 02:00:00;4;The head of the World Canadian Bureau leads the country into a long and painful strike and the responsibility of brokering a settlement rests with the boys.;7.66033;22;12;Canada on Strike;421;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166697;0;2008-04-10 02:00:00;5;While Ms. Garrison is off trying to find a way to become the man he was always intended to be, Cartman is put in charge of the classroom. ;7.62729;22;12;Eek, A Penis!;491;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166698;0;2008-04-17 02:00:00;6;The citizens of South Park wake up one morning shocked to find the Internet is gone. Upon hearing news that the Internet may remain in California, Randy decides to head out west with the family.;8.12054;22;12;Over Logging;589;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166699;1;2008-04-24 02:00:00;7;While the kids are on an educational field trip to a living museum, Cartman makes Butters sneak away from the class to go to the amusement center located next door.;7.79249;22;12;Super Fun Time;506;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166700;1;2008-10-09 02:00:00;8;After watching the intimidating opening ceremonies of the recent Olympic games, Cartman understands that the Chinese are only just days away from invading his homeland. While the rest of the American people are haunted by the memory of a recent tragic event, only Butters will stand with Cartman as he confronts the Chinese. ;7.70428;22;12;The China Probrem;514;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166701;1;2008-10-16 02:00:00;9;Wendy gets in trouble when she threatens to beat up Cartman after school. No matter how fired up Wendy is, all bets are on Cartman. Everybody knows a girl can't fight a boy and win.;8.0406;22;12;Breast Cancer Show Ever;468;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166702;0;2008-10-23 02:00:00;10;The boys find a way to make money off an international crisis that requires no talent and very little effort. Cartman convinces the other boys to invite Craig to get in on their latest plan. He knows Craig has just what it takes to make their dream a reality.;7.96767;22;12;Pandemic (1);464;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166703;0;2008-10-30 02:00:00;11;Giant guinea pigs are attacking cities all over the world. The boys have the key that will save everyone from the onslaught but they're stranded in the Andes Mountains.;7.77143;22;12;Pandemic 2: The Startling (2);420;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166704;0;2008-11-06 03:00:00;12;While the country celebrates the outcome of the election, the new President-elect catches everyone off guard when he arrives at the White House prematurely.;7.77916;22;12;About Last Night...;403;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166705;1;2008-11-13 03:00:00;13;Stan realizes he could lose Wendy if he doesn't get on board with the latest fad to hit South Park Elementary. Cartman would rather kill himself than succumb. But, when Stan, Kyle, Kenny and Cartman all realize that Butters is now more popular than they are, they have no choice but to give in to peer pressure.;7.69555;22;12;Elementary School Musical;427;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166706;1;2008-11-20 03:00:00;14;Butters is sure he’s seen a vampire at school but he can’t get anyone to listen to him. Meanwhile, the Goth Kids are angry and frustrated when the other kids can’t tell the difference between a Goth and a Vampire.;7.85648;22;12;The Ungroundable;432;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166707;1;2009-03-12 02:00:00;1;Thinking it's his way into her heart and other body parts, Kenny takes his new girlfriend to a Jonas Brothers concert. His dream of taking their relationship to the next level is crushed when the Jonas Brothers give them purity rings.;7.81835;22;13;The Ring;534;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166708;0;2009-03-19 02:00:00;2;“The Coon” rises from the trash and takes his place as a lone vigilante who wipes out crime in the town of South Park. A rival superhero appears on the scene in the form of “Mysterion” and challenges the Coon’s place as a “symbol” for the town.;8.05253;22;13;The Coon;514;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166709;0;2009-03-26 02:00:00;3;Randy steps forward with a solution to fix the desperate financial state everyone finds themselves in. The town gets behind him and everyone starts to live a life that no longer depends on any economy at all. Meanwhile an unlikely savior makes the ultimate sacrifice to solve everyone’s problems. ;8.08185;22;13;Margaritaville;562;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166710;0;2009-04-02 02:00:00;4;Someone played an April Fools joke on the boys and it didn't go over well. Butters is incapacitated, Cartman is furious and the rest of the boys are afraid someone might do it again.;7.33766;22;13;Eat, Pray, Queef;462;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166711;0;2009-04-09 02:00:00;5;Cartman decides to help Jimmy with his comedy routine. Everyone loves the new joke they come up with. The joke starts to take off and it even hits all the late night talk shows. The boys are thrilled with how popular it’s become until somebody tries to take all the credit.;8.24;24;13;Fishsticks;575;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166712;0;2009-04-16 02:00:00;6;Randy is determined that Stan will win this year's Pinewood Derby. He comes up with a plan that will assure Stan a first place trophy.;7.81302;22;13;Pinewood Derby;476;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166713;1;2009-04-23 02:00:00;7;Butters and a small group of recruits join Cartman in his dream of living on skull island. Cartman promises that paradise awaits if they can just get to Somalia.;8.05521;22;13;Fatbeard;489;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166714;0;2009-10-08 02:00:00;8;Powerful forces are tormenting Ike. He's freaked out and the stress could kill him. Kyle and the boys are doing everything they can to save him but the poltergeists won't leave Ike alone.;7.73961;22;13;Dead Celebrities;457;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166715;0;2009-10-15 02:00:00;9;Butters has made it all the way to the 4th grade without ever kissing a girl. All of his friends have been teasing him mercilessly. Butters is determined to catch up with the rest of the boys in his class. Meanwhile, one overly dedicated cop wages war on prostitution in South Park. ;8.17923;22;13;Butters' Bottom Bitch;597;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166716;0;2009-10-22 02:00:00;10;The boys have found their new calling in life and they hurry to sign up for the wrestling club. They soon find out the kind of wrestling they teach at school is not the same thing they saw at the WWE.;8.02941;22;13;W.T.F.;544;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166717;0;2009-10-29 02:00:00;11;Stan and his family are spending his birthday at the Denver Aquarium where they will get to swim with the dolphins. Things turn bloody when the Japanese attack, kill all the dolphins and ruin Stan’s big day. There seems to be no end to the senseless killing. Stan takes on the cause to save the dolphins from the Japanese.;7.98024;22;13;Whale Whores;506;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166718;0;2009-11-05 03:00:00;12;Everyone agrees they've had enough of the loud and obnoxious bikers that have arrived in South Park. The boys are taking on the Harley Riders. They thrown down the F word and the game is on.;7.90792;22;13;The F Word;543;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166719;0;2009-11-12 03:00:00;13;Eric Cartman seizes the opportunity to become the voice of change at the school when he takes over the morning announcements. His target is South Park Elementary’s Student Body President, Wendy Testaburger. Cartman is asking the tough questions and gaining followers.;7.79604;22;13;Dances With Smurfs;505;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166720;0;2009-11-19 03:00:00;14;Things at the water park are not what they seem. The boys' fun filled day is about to turn deadly. Events are in play at Splash Town that signal the end of the world is upon us. Cartman tries to warn everyone but no one will listen. Disaster is about to strike and the boys are in a race to survive. ;7.91942;22;13;Pee;484;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166721;0;2010-03-18 02:00:00;1;The nation's top scientists come together to put a stop to the recent phenomenon of rich, successful men who suddenly want to have sex with many, many women. After extensive testing, some of the fourth grade boys in South Park Elementary are diagnosed as sex addicts.;7.77813;22;14;Sexual Healing;631;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166722;0;2010-03-25 02:00:00;2;The boys are given a controversial book to read in school that both excites and inspires them to write one of their own. When the boys discover that Stan's mom has found their masterpiece, their new motivation is how they can stay out of trouble. ;7.89024;22;14;The Tale of Scrotie McBoogerballs;574;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166723;1;2010-04-01 02:00:00;3;State Law in Colorado says it's legal to smoke pot if you have a physician's reference. Randy is the first-in-line to buy some but he's turned away because there's absolutely nothing wrong with him. Randy is desperate to get a medical excuse to smoke some weed but meanwhile, Cartman will do anything to get his beloved fried chicken restaurant back.;8.19942;23;14;Medicinal Fried Chicken;687;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166724;0;2010-04-08 02:00:00;4;"Kyle ""friended"" the wrong person and now all of his old friends are deserting him. His situation is desperate. Kyle looks for help from the one person who has always been there for him.";8.10084;22;14;You Have 0 Friends;595;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166725;1;2010-04-15 02:00:00;5;While on a school field trip, Stan accidentally insults Tom Cruise and sets off a chain reaction. 200 previously ridiculed celebrities stand strong in a class action lawsuit against the town of South Park.;7.99048;22;14;200 (1);630;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166726;0;2010-04-22 02:00:00;6;Angry celebrities, violent ginger kids and Mecha Streisand are about to destroy South Park and all anyone wants to know is, “Who is Eric Cartman’s father?”;8.07117;22;14;201 (2);562;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166727;0;2010-04-29 02:00:00;7;Competition is the name of the game this summer. There is no time for Jimmy and his friends to slack off. They're working to be this year's champions at summer camp. Jimmy suits up and prepares to shred in the annual surfing contest.;7.34369;22;14;Crippled Summer;483;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166728;0;2010-10-07 02:00:00;8;Cartman wants to race with the pros and he's ready to do whatever it takes to make it happen. He's afraid that no matter how hard he tries, he'll never reach the level of the other NASCAR drivers. Working with Butters as his pit boss, Cartman pulls out all the stops to compete in the race of his life.;7.92021;22;14;Poor and Stupid;564;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166729;0;2010-10-14 02:00:00;9;New Jersey is rapidly taking over the nation one state at a time and their next stop is South Park.;8.07273;22;14;It's a Jersey Thing;550;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166730;0;2010-10-21 02:00:00;10;When Stan is sent to the school counselor because he's holding on to an obscene number of useless possessions, he realizes that Mr. Mackey has a hoarding disorder too.;8.07495;22;14;Insheeption;547;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166731;0;2010-10-28 02:00:00;11;The Coon now leads an entire team of crime-fighters. They are ready to take their place among the worlds most admired and beloved super heroes. But much to the Coons dismay, someone else keeps beating them to the punch. The nation looks to another hero to get them through the BP disaster and dissention develops within the ranks of Coon and friends.  ;8.09107;22;14;Coon 2: Hindsight (1);549;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166732;0;2010-11-04 02:00:00;12;Led by Mysterion, Coon and Friends are working together to help the people in the Gulf who are at the mercy of the dark lord, Cthulhu. The Coon, scorned by his fellow super heroes and now working alone, is out for revenge.;8.20968;22;14;Mysterion Rises (2);496;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166733;0;2010-11-11 03:00:00;13;The Coon shows himself to be even more evil than the dark lord, Cthulhu, as he punishes his former partners in Coon & Friends. Kenny McCormick, is wrestling with the weight of his own super power through his alter-ego, Mysterion. Will Coon and Friends save the day? Will Mysterion ever come to terms with his ability to defy death? All this as the nation waits and wonders: Where is Captain Hindsight? ;8.24053;22;14;Coon Vs. Coon & Friends (3);449;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166734;0;2010-11-18 03:00:00;14;Stan's life is a shambles both at home and in school. Randy's obsession with the Food Network Is changing everything. It even forces Sharon to explore a new interest of her own.;8.28453;22;14;Crème Fraiche;601;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166735;0;2011-04-28 02:00:00;1;Kyle is intimately involved in the development of a revolutionary new product that is about to be launched by Apple. Meanwhile, Cartman doesn't even have a regular iPad and blames his mother.;7.83795;22;15;HUMANCENTiPAD;722;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166736;0;2011-05-05 02:00:00;2;At the school's first annual Comedy Awards, Jimmy announces that the Germans are the least funny people in the world. Germany is highly insulted. They vow that retaliation toward the kids at South Park Elementary will be swift and brutal.;7.23292;22;15;Funnybot;571;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166737;1;2011-05-12 02:00:00;3;The Prince of Canada is about to take a Princess and Ike is obsessed with the Royal Wedding.;7.54614;22;15;Royal Pudding;531;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166738;0;2011-05-19 02:00:00;4;"Cartman is furious when he believes that the school has posted their penis sizes on the bulletin board. He throws an absolute fit; takes matters into his own hands and once again finds himself in the principal's office. This time he gets sent to anger management therapy.";7.92519;22;15;T.M.I.;655;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166739;0;2011-05-26 02:00:00;5;Cartman has a new protege. He's found someone who is smart, ambitious and willing to look the other way in order to get to the top.    Kyle is brought in on the ground floor of Cartman's latest business venture, the Crack Baby Athletic Adventure. ;7.7893;22;15;Crack Baby Athletic Association;617;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166740;0;2011-06-02 02:00:00;6;Butters is diagnosed with multiple personality disorder. Meanwhile, the owner of City Wok is angered when a competing Asian restaurant opens next door.;7.87831;22;15;City Sushi;641;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166741;0;2011-06-09 02:00:00;7;After Stan celebrates his 10th birthday, he begins to see everything differently. The other boys think he's become a major buzzkill and start to avoid hanging out with him. When Stan and Kyle have a major blow up, the very fabric of South Park begins to unravel.;7.85893;22;15;You're Getting Old;638;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166742;0;2011-10-06 02:00:00;8;Cartman finds a unique way of coping with Asperger's Syndrome. Even Kyle and Kenny are on board. Meanwhile, Stan can't seem to get his life back to normal no matter what he tries. Will anything ever be the same in South Park again?;8.01692;22;15;Ass Burgers;650;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
